gene1,gene2,interaction_type
Metazoa_SRP,RPTOR,regulation
Metazoa_SRP,CELA3B,regulation
Metazoa_SRP,RNA5SP169,coexpression
Metazoa_SRP,SZT2,coexpression
UBE2V2,INPP5D,coexpression
UBE2V2,CTNNA3,regulation
SLC14A2,LINC01248,coexpression
SLC14A2,RAPSN,regulation
SLC14A2,TNIP1,regulation
SLC14A2,TMEM276-ZFTRAF1,regulation
ERG,BICRA,same_pathway
ERG,RESF1,regulation
IL19,CPEB1-AS1,coexpression
IL19,BCAR3,regulation
IL19,TERC,same_pathway
IL19,NFU1P1,coexpression
IL19,GAB2,same_pathway
IL19,LRRC25,coexpression
IL19,MMP12,same_pathway
IL19,TRIM9,coexpression
IL19,LINC02370,same_pathway
IL19,LINC02808,coexpression
IL19,MIR142HG,same_pathway
IL19,ICA1L,coexpression
IL19,GRIK3,regulation
IL19,NUP160,same_pathway
RPLP0P5,RBMX2P4,coexpression
RPLP0P5,ANTXR1,same_pathway
CDK2AP1,MARCKS,regulation
CDK2AP1,CPSF6,same_pathway
LINC01471,MYO1C,coexpression
ASMER1,MTCYBP27,coexpression
ASMER1,ADAD2,coexpression
ASMER1,NDUFA9,same_pathway
ASMER1,MECOM,same_pathway
HNRNPCP7,TREML2,regulation
HNRNPCP7,CCDC134,regulation
HNRNPCP7,TXN,coexpression
HNRNPCP7,LINC02015,regulation
MACROD2,RN7SL7P,same_pathway
MACROD2,SNORA70,coexpression
MACROD2,RASSF8,regulation
MACROD2,FLRT2,same_pathway
MACROD2,PCED1B,coexpression
L3MBTL4,CNN2,same_pathway
L3MBTL4,GOLPH3L,same_pathway
L3MBTL4,ATP5PDP3,regulation
L3MBTL4,GFPT1,coexpression
L3MBTL4,CIR1P1,regulation
TUSC2,ETS1,coexpression
DYSF,IGHV3-65,same_pathway
RN7SL691P,SLC4A9,same_pathway
RN7SL691P,SUMO2P1,same_pathway
RN7SL691P,MEIOSIN,coexpression
DIRAS2,SKOR2,coexpression
IQCF2,AGBL1,same_pathway
IQCF2,PCDHGA3,coexpression
IQCF2,MAILR,same_pathway
FST,ATM,same_pathway
FST,HSPA8P5,same_pathway
SMC4P1,RNU6-456P,same_pathway
OR5L1,ITGB8,coexpression
OR5L1,ADAM1B,same_pathway
SNX7-DT,GRN,coexpression
SNX7-DT,CDK13,regulation
SNX7-DT,ALCAM,coexpression
SNX7-DT,CASC11,same_pathway
SNX7-DT,ATXN1-AS1,coexpression
SNX7-DT,DDX43P2,regulation
SNX7-DT,ZNF652-AS1,same_pathway
SNX7-DT,RPL12P42,regulation
SNX7-DT,APP-DT,same_pathway
SNX7-DT,MCTP2,same_pathway
SNX7-DT,SNORD27,same_pathway
SNX7-DT,DYSF,same_pathway
SNX7-DT,SLC12A2-DT,same_pathway
SNX7-DT,MIR670HG,coexpression
SNX7-DT,LINC02210-CRHR1,same_pathway
TNKS1BP1,RN7SL782P,coexpression
TNKS1BP1,RNU4ATAC8P,coexpression
TNKS1BP1,ANKRD33BP2,regulation
TNKS1BP1,IGHV3-64,same_pathway
TNKS1BP1,CDON,regulation
LINC02325,TOMM22P6,regulation
LINC02325,ZNF230,regulation
LINC02325,GRM3,same_pathway
LINC02325,LINC01877,coexpression
RPS17P2,CELF1,regulation
RPS17P2,SERINC5,regulation
LIMS2,SASH1,regulation
LIMS2,POLR2E,same_pathway
LIMS2,RNU7-188P,regulation
LIMS2,WDR81,regulation
LSM12,SPSB1,regulation
LSM12,MIR4752,regulation
LSM12,CCZ1B,regulation
LSM12,OR5G1P,regulation
LSM12,C16orf95,regulation
LSM12,LINC02361,regulation
LSM12,MAP3K20,coexpression
LSM12,CLMN,coexpression
LSM12,PDE4B,regulation
LSM12,MTRFR,same_pathway
LSM12,CAPZA3,same_pathway
LSM12,RAPGEF2,coexpression
LSM12,PPIAP16,coexpression
LSM12,TBC1D9,coexpression
C12orf42-AS1,RN7SKP120,regulation
FBXL13,RN7SL167P,coexpression
FBXL13,CLDN18,coexpression
FBXL13,UNC5C-AS1,coexpression
FBXL13,LINC01117,regulation
U3,CLMN,coexpression
U3,RPTOR,coexpression
U3,CALCRL-AS1,coexpression
U3,ASMER1,regulation
FAT3,ATP7B,same_pathway
FAT3,RBM20,coexpression
FAT3,PRKD3,coexpression
LILRA5,TSBP1-AS1,regulation
LILRA5,OR7E39P,same_pathway
LILRA5,SYMPK,coexpression
LILRA5,METTL21EP,regulation
USP3,HRK,same_pathway
USP3,MOBP,same_pathway
USP3,LHX6,regulation
USP3,SDR9C7,same_pathway
USP3,LINC02497,coexpression
OR5V1,ARIH1,same_pathway
OR5V1,LINC01671,regulation
OR5V1,IGHG3,coexpression
HS3ST5,PLA2R1,regulation
IGHEP1,IQCF2,regulation
IGHEP1,NCKIPSD,coexpression
KCNN2,MAMSTR,regulation
KCNN2,CTNNA1,same_pathway
KCNN2,MEIKIN,same_pathway
KCNN2,RBM23,coexpression
KCNN2,CLNS1A,coexpression
KCNN2,ERVK13-1,regulation
KCNN2,SLMAP,same_pathway
KCNN2,ANTXR1,regulation
KCNN2,SPMIP2,same_pathway
KCNN2,HAS2-AS1,regulation
KCNN2,SETD7,coexpression
NBPF3,ABCA1,same_pathway
NBPF3,LINC01192,regulation
NBPF3,MGC27382,same_pathway
NBPF3,RMEL3,regulation
LINC02460,CLMN,regulation
LINC02460,OR5D17P,same_pathway
LINC02460,FRMD4A; FRMD4A; FRMD4A,regulation
RPL7AP36,LINC01231,coexpression
RPL7AP36,FAT1,coexpression
LINC02834,RNA5SP107,regulation
HMGB3P23,CTNNA3,same_pathway
RN7SKP182,UTS2B,coexpression
RN7SKP182,WT1,regulation
RN7SKP182,ITPKB,same_pathway
RN7SKP182,HTR1E,coexpression
RN7SKP182,ZNF45-AS1,same_pathway
RN7SKP182,STXBP6,coexpression
RN7SKP182,SRRM1P2,regulation
RN7SKP182,HIGD1AP3,coexpression
RN7SKP182,TMEM163,same_pathway
RN7SKP182,LINC01679,coexpression
RNU6-943P,PSMC6,regulation
RNU6-943P,SQSTM1,regulation
RNU6-943P,C10orf71,regulation
RNU6-943P,HP1BP3,same_pathway
RNU6-943P,NCOA5LP,coexpression
FOXE1,C12orf42-AS1,same_pathway
FOXE1,LINC00470,same_pathway
RRAGC,THAP1,coexpression
RRAGC,SDR42E2,coexpression
RRAGC,DGKI,coexpression
RRAGC,FENDRR,same_pathway
RRAGC,RN7SKP250,regulation
LINC01122,LINC01553,regulation
SYNPR,SRBD1,same_pathway
SYNPR,HCG27,same_pathway
RORA-AS1,GALNT10,regulation
RORA-AS1,KCNN3,same_pathway
EPS15P1,EZRP1,regulation
EPS15P1,RPL7AP61,coexpression
EPS15P1,SOBP,coexpression
EPS15P1,OR5G1P,regulation
ERO1A,CLASRP,coexpression
ZBED5-AS1,EPHA1-AS1,coexpression
ZBED5-AS1,CELF2,same_pathway
ZBED5-AS1,ATG13,same_pathway
ZBED5-AS1,RBCK1,coexpression
ZBED5-AS1,CELF4,regulation
RPS17P11,RNU6-637P,regulation
RPS17P11,RNU6-649P,coexpression
RPS17P11,OPLAH,coexpression
LINC01899,SNX19,coexpression
LNCRNA-IUR,RNU6-546P,same_pathway
LNCRNA-IUR,MELK,same_pathway
LNCRNA-IUR,CLU,regulation
LNCRNA-IUR,TMEM184A,coexpression
LNCRNA-IUR,RNU6-1213P,same_pathway
TRPM1,SNAPC2,coexpression
TRPM1,RNU6-1069P,same_pathway
TRPM1,LINC02834,regulation
LINC00970,LINC00489,regulation
LINC00970,LINC02152,regulation
LINC00970,CENPE,regulation
LINC00970,RPLP0P5,regulation
CST8,MAP3K20-AS1,same_pathway
PARP11-AS1,RCN2,coexpression
PARP11-AS1,LINC01843,regulation
PARP11-AS1,CDKL1,regulation
CRADD,RNU6-1213P,regulation
CRADD,DAG1,regulation
CRADD,CYCSP19,same_pathway
CRADD,STK33P1,coexpression
CRADD,LINC01098,same_pathway
PNP,SEMA6A-AS2,regulation
PNP,ACER3,same_pathway
PNP,LINC02680,same_pathway
OBI1-AS1,SPI1,same_pathway
OBI1-AS1,PDCD1LG2,regulation
OBI1-AS1,RFC3,regulation
OBI1-AS1,PRSS12,same_pathway
DPPA3P9,ATP5PF,regulation
DPPA3P9,UNC13A,regulation
DPPA3P9,SPI1,same_pathway
ESRRB,SUGT1,same_pathway
ESRRB,OPA3,same_pathway
ESRRB,TMEM186,regulation
ESRRB,TCF15,coexpression
ZNF804A,ATP5MC2P2,coexpression
ZNF804A,ZAP70,same_pathway
ZNF804A,LIPC,regulation
RN7SKP188,CBLC,regulation
RN7SKP188,CELF1,same_pathway
RN7SKP188,GRIK1,regulation
ACKR2,ATP5MFP3,same_pathway
ACKR2,MIR8074,regulation
ACKR2,DDX25,coexpression
ACKR2,LINC01843,coexpression
ACKR2,LMX1A-AS1,same_pathway
RNU4-69P,RPLP0P5,regulation
RNU4-69P,LINC02438,coexpression
ERBB4,RPL23AP44,same_pathway
CDHR3,SORBS2,same_pathway
CDHR3,RNU6-543P,regulation
CDHR3,IGHEP1,same_pathway
CDHR3,ZNF652,coexpression
CDHR3,LINC03070,regulation
OR5D17P,ESRRB,coexpression
OR5D17P,TAS2R5,regulation
OR5D17P,RRAGC,same_pathway
MTMR2,HLA-DRB1,coexpression
MTMR2,NCK2,regulation
NYAP2,OACYLP,same_pathway
WDR81,PDE9A,same_pathway
SYNJ1,RPL5P26,regulation
SYNJ1,RNF123,coexpression
SYNJ1,CTNNA1P1,coexpression
SYNJ1,LINC01419,regulation
BMP1,MAML3,coexpression
BMP1,SPSB1,same_pathway
BMP1,CIMAP3,regulation
BMP1,TLN2 x WWC1,same_pathway
JAZF1,RAP1BP2,coexpression
JAZF1,WNT7B,regulation
RPS8P3,RNU6-718P,coexpression
RPS8P3,CLEC3B,same_pathway
FANCD2,SLC24A2,regulation
FANCD2,ARIH2,coexpression
ST3GAL3,CASC11,coexpression
LINC02822,SETX,same_pathway
LINC02822,RMEL3,regulation
RNU6-261P,RNA5SP228,coexpression
MIR4318,LINC01505,regulation
MIR4318,C17orf107,regulation
MTCO3P1,IGHVII-65-1,regulation
MTCO3P1,SAMD9,same_pathway
MTCO3P1,CEP295NL,same_pathway
ELOVL7,AOX1,same_pathway
ELOVL7,NALF1,coexpression
ELOVL7,MKNK2P1,regulation
THSD4,MIR2113,same_pathway
THSD4,RELN,coexpression
THSD4,ZNF232,same_pathway
INTS9,CADPS,regulation
INTS9,SLC2A10,coexpression
INTS9,RPL32P25,coexpression
INTS9,SLC28A1,regulation
RNU7-66P,HS3ST3B1,regulation
RNU7-66P,CDIN1,coexpression
RNU7-66P,ADAM1B,coexpression
ETV1,LINC01572,same_pathway
ETV1,LINC02422,regulation
LYPD5,HNF4G,regulation
DCAF7,TET2,coexpression
DCAF7,EML6,coexpression
DCAF7,KANSL1,coexpression
DCAF7,SMIM28,coexpression
DCAF7,RNU4-77P,coexpression
NLGN4X,WWC1,same_pathway
NLGN4X,FIBP,coexpression
STAU2-AS1,ZNF285BP,coexpression
DVL2,FKBP1C,coexpression
DVL2,HMGB3P23,coexpression
DVL2,TFDP1P1,coexpression
EPHA5,FAM193B-DT,coexpression
EPHA5,ADGRB3,coexpression
EPHA5,PGPEP1,same_pathway
LINC01559,RERG,same_pathway
LINC01559,TAFA5,same_pathway
LINC02877,DMXL1,regulation
LGMNP1,HNRNPKP3,coexpression
CSTPP1,MDFIC,same_pathway
CSTPP1,CDK2AP1,regulation
PCDH7,TAFA5,coexpression
PCDH7,NFIX,coexpression
TNRC6C,L3MBTL3,regulation
GRM8,CLU; CLU; CLU,regulation
GRM8,GTF2IP11,regulation
GRM8,TENM4,coexpression
GRM8,LINC01104,coexpression
GRM8,SEC24B,regulation
GRM8,NALF1,same_pathway
GRM8,RNU4-69P,regulation
GRM8,RPL31P31,same_pathway
GRM8,LMX1A-AS1,regulation
EFNA5,DVL2,coexpression
EFNA5,NRXN1,same_pathway
EFNA5,NFAT5,regulation
RMDN2,EDAR,regulation
RMDN2,EPHA1-AS1,same_pathway
RMDN2,GYG1P2,same_pathway
RMDN2,CDCA7P2,coexpression
RMDN2,LINC02375,regulation
DPP4,RAPGEF6,coexpression
DPP4,NELFA,regulation
DPP4,ZNF862,same_pathway
DPP4,RABEPKP1,same_pathway
LINC03015,LINC00686,coexpression
LINC03015,AGFG2,same_pathway
LINC03015,TNRC6A,regulation
SMARCE1P4,ABCA8,same_pathway
SMARCE1P4,LINC01801,coexpression
SMARCE1P4,DCHS2,coexpression
SMARCE1P4,LINC02133,same_pathway
SMARCE1P4,TMEM132C,same_pathway
CLU,BORCS5,coexpression
CLU,ADGRF2P,coexpression
CLU,LINC01122,regulation
CLU,RPSAP74,regulation
CLU,RPS19P6,regulation
TMC5,TACC2,same_pathway
TMC5,LINC01239,coexpression
TMC5,REXO1,same_pathway
TMC5,ELL,same_pathway
TMC5,FLRT2,same_pathway
TMC5,PRKAR2B,coexpression
TMC5,HPRT1P2,coexpression
TMC5,MAP4,regulation
TMC5,TPCN2,same_pathway
CSMD1,RNA5SP261,same_pathway
SNORD27,SUDS3,same_pathway
SNORD27,PRIM2,regulation
SNORD27,TRPC6,coexpression
SNORD27,SMILR,coexpression
SNORD27,SNX9,regulation
SNORD27,SPPL2A,coexpression
SNORD27,CUL2,same_pathway
SNORD27,USP6NL-AS1,same_pathway
SNORD27,ARID1B,same_pathway
SNORD27,MME,coexpression
RPL21P36,CELF2,coexpression
RPL21P36,PPP1R42,same_pathway
RPL21P36,TRPM1,regulation
OR7E136P,IL34,same_pathway
CICP17,CLNS1A,regulation
CICP17,LINC02552,regulation
CICP17,TUBAP15,same_pathway
CICP17,LINC02210-CRHR1,same_pathway
CICP17,LINC00375,same_pathway
CICP17,KAT8,coexpression
CICP17,KMT5A,same_pathway
CICP17,ZAP70,regulation
CICP17,CDIPTOSP,same_pathway
CICP17,EEF1A1P17,same_pathway
CICP17,HSPA8P13,coexpression
CICP17,SNRPGP16,regulation
TUBAP15,MTHFD1L,same_pathway
TUBAP15,GABRG3,same_pathway
TUBAP15,RAC1,same_pathway
TUBAP15,KCTD9P6,same_pathway
ENPP7P11,LINC02253,coexpression
ENPP7P11,LMOD3,same_pathway
ENPP7P11,GIGYF1,coexpression
ZNF222-DT,HSP90AA4P,coexpression
ZNF222-DT,TREML5P,regulation
COL11A1,RNU6-943P,coexpression
COL11A1,PCDHA3,regulation
COL11A1,OBI1-AS1,regulation
COL11A1,ARHGAP20,same_pathway
COL11A1,CLMN,same_pathway
ITGA11,ETV1,regulation
ITGA11,TMOD1,regulation
RNU6-649P,CDON,coexpression
RNU6-649P,CELSR1,same_pathway
RNU6-649P,AICDA,same_pathway
RNU6-649P,LINC02151,coexpression
RNU6-649P,CCDC33,same_pathway
LINC01682,LINC02705,coexpression
LINC01682,OR4R2P,same_pathway
LINC01682,NME8,same_pathway
CTNND2,SNX7-DT,coexpression
CTNND2,RNASE10,same_pathway
TSPAN16,FANCD2,same_pathway
TSPAN16,LINC01648,same_pathway
MIR4689,CEP57,coexpression
MIR4689,IRF6,coexpression
LARS1,LINC02114,same_pathway
LARS1,RPL10P2,same_pathway
LARS1,TOMM40,regulation
LARS1,KCNH5,coexpression
LARS1,OR5G1P,coexpression
RPS19P6,EPB42,same_pathway
ATP5PDP3,AKAP1,regulation
ATP5PDP3,LINC02623,coexpression
ATP5PDP3,FGFR3,coexpression
MTDHP1,PTPRO,regulation
MTDHP1,LINC01789,coexpression
MTDHP1,TENM4,regulation
MTDHP1,RN7SL354P,regulation
MTDHP1,EPB42,same_pathway
MTDHP1,APOC4,regulation
MTDHP1,DLC1,same_pathway
MTDHP1,SYNGAP1,regulation
MTDHP1,FKBPL,same_pathway
MTDHP1,CDH4,regulation
MTDHP1,STK32B,coexpression
MTDHP1,SLC6A15,regulation
MTDHP1,MAD1L1,coexpression
MTDHP1,ACMSD,coexpression
MIR302F,SLC44A5,regulation
SAMD9,TBC1D9,coexpression
CFAP74,VN1R104P,regulation
CFAP74,C7orf78,coexpression
CFAP74,INSIG1,coexpression
CFAP74,LINC02609,regulation
PTPRF,NCK2,same_pathway
PTPRF,RABEPKP1,coexpression
NKAPL,LINC01419,coexpression
AKAP1,TXNL1,same_pathway
AKAP1,MMS22L,regulation
AKAP1,CTNNA1,same_pathway
AKAP1,RNA5SP178,coexpression
AKAP1,TSKU,same_pathway
AKAP1,RAD52P1,regulation
AKAP1,MAF,regulation
TFEB,MS4A3,same_pathway
TFEB,IKZF4,regulation
TFEB,GALNT13,same_pathway
TFEB,SNRPCP13,coexpression
MIR3201,HYI,coexpression
MIR3201,LINC02497,same_pathway
AS3MT,OR5K1,regulation
AS3MT,RARB,coexpression
AS3MT,KCNH8,regulation
AS3MT,ZNF204P,regulation
RPL7L1P20,SLC6A15,regulation
RPL7L1P20,SEC24B-AS1,regulation
RPL7L1P20,IGHVII-65-1,coexpression
SH2D4B,SATB2-AS1,same_pathway
SH2D4B,MEIOSIN,coexpression
SH2D4B,RNU7-156P,regulation
SH2D4B,LINC02008,same_pathway
GPATCH2L,LINC02585,regulation
GPATCH2L,MIR548AE1,coexpression
STK32B,EMP1,regulation
STK32B,DYSF,regulation
STK32B,SYNJ1,regulation
STK32B,TLL1,regulation
LINC00624,NOC4L,coexpression
LINC00624,DHFRP5,coexpression
CYP4F44P,MYO15A,same_pathway
CYP4F44P,ROBO2P1,same_pathway
SPON1,APOB,same_pathway
SPON1,MPP3,coexpression
SPON1,CDKAL1,regulation
SPON1,CTSH,regulation
SPON1,HCN1,regulation
GPC6,PPP1CC,regulation
HSP90AA6P,DAPL1,coexpression
HSP90AA6P,MLPH,coexpression
PCED1B,CDKAL1,same_pathway
PCED1B,NEPRO-AS1,coexpression
PCED1B,TMEM276-ZFTRAF1,same_pathway
CYCSP30,RNU6-560P,same_pathway
CYCSP30,COX5A,same_pathway
CYCSP30,LARP4,regulation
CYCSP30,ABCF3,regulation
CYCSP30,RN7SKP168,same_pathway
CYCSP30,TRIB1,regulation
CYCSP30,BCL10-AS1,coexpression
CYCSP30,ABI3,same_pathway
CYCSP30,RNA5SP375,same_pathway
MAPT,TRIM51CP,same_pathway
MAPT,SLC4A9,regulation
MAPT,ZNF45,same_pathway
MAPT,EMB,coexpression
MAPT,APOC1,regulation
RNU6-408P,BCAM,regulation
RNU6-408P,PLPPR5-AS1,same_pathway
NRF1,AGAP1,same_pathway
NRF1,LINC00917,coexpression
NRF1,LINC02375,coexpression
LINC01877,MTHFD1L,same_pathway
LINC01877,LINC02328,same_pathway
CTNNA3,VN1R9P,coexpression
ST6GAL1,MPP7,same_pathway
ST6GAL1,HMGN4,same_pathway
ST6GAL1,ZFTRAF1,coexpression
ST6GAL1,LINC02414,regulation
ST6GAL1,RNA5SP178,regulation
ST6GAL1,CEACAM16-AS1,coexpression
ST6GAL1,JADRR,coexpression
ST6GAL1,ANTXR1,coexpression
ST6GAL1,CPA6,coexpression
ST6GAL1,MAF,regulation
ILRUN,LINC01036,regulation
SUMO2P1,MAP3K20-AS1,same_pathway
SUMO2P1,CSMD3,coexpression
SEMA3F,RPL12P37,regulation
TXNL1,C8orf44-SGK3,coexpression
TRIB1,BCKDK,coexpression
TRIB1,UBR5,same_pathway
TRIB1,CEP57,coexpression
TRIB1,REEP3,coexpression
TSBP1-AS1,MIR3201,coexpression
LINC01712,ADAMTS4,coexpression
LINC01712,TEX41,same_pathway
LINC01712,KCTD9P6,regulation
LINC01712,RRAGC,same_pathway
LINC01712,CACNA1E,regulation
FAM47E,SLC4A1AP,coexpression
PKMP4,RNU6-261P,coexpression
PKMP4,BFSP2,same_pathway
PKMP4,GAB2,coexpression
PKMP4,BCAS3,same_pathway
RNU6-478P,SKOR2,regulation
RNU6-478P,ATP8B4,same_pathway
TCF4,SCARB1,coexpression
TCF4,ENSA,coexpression
TCF4,B4GALNT2,coexpression
TCF4,HS3ST1,coexpression
LINC01031,RNA5SP261,coexpression
RNA5SP43,TRIP6,coexpression
RNA5SP43,QKILA,coexpression
RNA5SP43,FILNC1,same_pathway
RNA5SP43,DENND3,regulation
RNA5SP43,PRSS16,regulation
RNA5SP43,KATNAL2,regulation
RNA5SP43,ARFGEF2,regulation
RNA5SP43,PRR14,regulation
RNA5SP43,BLOC1S3,same_pathway
LINC02941,IGHV2-70,coexpression
LINC02941,ZBTB25,coexpression
LINC02941,NFU1P1,same_pathway
ZNF285BP,NLGN4X,same_pathway
ZNF285BP,IL34,regulation
ZNF285BP,JAZF1,same_pathway
ZNF285BP,PPP1R2P5,same_pathway
ZNF285BP,USP50,coexpression
SALL4P5,AZGP1P1,coexpression
SALL4P5,RMDN2,same_pathway
SALL4P5,LINC01572,regulation
TRIM51CP,BICD1-AS1,same_pathway
TRIM51CP,ABAT,same_pathway
DDAH1,CACNA2D3,regulation
DDAH1,MTRFR,same_pathway
LINC03006,PKIA-AS1,regulation
LINC03006,LINC01812,same_pathway
LINC03006,IGHVII-65-1,regulation
LINC03006,TECTA,coexpression
RN7SL825P,RPS18P12,regulation
HMGB1P26,CHRNA6,same_pathway
HMGB1P26,NFIB,coexpression
UBE2D1,LINC02059,same_pathway
UBE2D1,NDUFS5P4,same_pathway
UBE2D1,BDH1,regulation
ADAMTS1,TYW1,same_pathway
ADAMTS1,TRABD-AS1,coexpression
KDM2B-DT,SPON1,regulation
KDM2B-DT,ABCA8,regulation
KDM2B-DT,TAFA5,regulation
ZNRF4,LINC03041,coexpression
ZNRF4,FRAS1,same_pathway
DYNLRB2-AS1,RAP1A,same_pathway
KCNH1,BLOC1S3,same_pathway
KCNH1,MIR9-2HG,regulation
KCNH1,NOVA2,coexpression
KCNH1,FTH1P5,coexpression
COX10-DT,ADGRG4,same_pathway
COX10-DT,NDUFAF2,regulation
COX10-DT,GTF2IP11,coexpression
COX10-DT,PCDHGB2,same_pathway
COX10-DT,RNU6-456P,regulation
COX10-DT,CIMIP4,regulation
COX10-DT,HBEGF,same_pathway
COX10-DT,SYNPO2,coexpression
TET2,QKI,same_pathway
TET2,RNU6-374P,regulation
TET2,RPL3P8,coexpression
TET2,HRK,same_pathway
TET2,MDM4,coexpression
HLA-C,MAPT,coexpression
HLA-C,MS4A3,regulation
HLA-C,EGFLAM,same_pathway
HSP90AA4P,RORA-AS1,same_pathway
HSP90AA4P,PPIL2,regulation
HSP90AA4P,LINC02512,regulation
RNA5SP326,TPTE2P2,same_pathway
RNA5SP326,ZNF366,regulation
RNA5SP326,RNA5SP189,regulation
MIR8074,IDI1P2,coexpression
MIR8074,LINC01684,regulation
MIR8074,PER3P1,regulation
MIR8074,CUL2,regulation
MIR8074,CELF1,same_pathway
MIR8074,NUDT12,coexpression
ZIC5,CPSF6,coexpression
ZIC5,SVIL,coexpression
ZIC5,LINC02210,regulation
ZIC5,ATM,same_pathway
ZIC5,LINC02131,same_pathway
NENFP3,LINC02006,same_pathway
NENFP3,ST6GALNAC2P1,same_pathway
ZNF222,RNU6-706P,regulation
CCDC171,PCDHGA1,regulation
CCDC171,LINC02808,coexpression
CCDC171,LINC01924,same_pathway
CCDC171,LINC00052,regulation
EEF1A1P49,FNIP1,coexpression
EEF1A1P49,ZNF292,regulation
EEF1A1P49,LINC01326,regulation
EEF1A1P49,NRXN1-DT,regulation
EEF1A1P49,HYAL2,same_pathway
EEF1A1P49,LINC01248,regulation
EEF1A1P49,PHF3,coexpression
EEF1A1P49,NBEAL1,coexpression
EEF1A1P49,INSIG1,regulation
EEF1A1P49,FSTL5,coexpression
EEF1A1P49,CASS4,coexpression
EEF1A1P49,SCARB1,coexpression
EEF1A1P49,CLDN17,regulation
EEF1A1P49,CST2P1,regulation
EEF1A1P49,ERBB3,coexpression
ADAMTS20,H4C8,regulation
ADAMTS20,LINC01623,regulation
ADAMTS20,LINC01179,coexpression
RAPGEF6,AKR7A3,regulation
USP50,DIO2,coexpression
USP50,RNU6-943P,coexpression
USP50,SUDS3,regulation
USP50,APP-DT,regulation
FANCD2OS,HS3ST1,same_pathway
FANCD2OS,LINC00543,regulation
ZNF92,WAC,same_pathway
RERGL,PROX1-AS1,regulation
RERGL,PDK4-AS1,regulation
RERGL,RN7SL415P,regulation
RERGL,CELSR1,same_pathway
LINC00895,SAMMSON,coexpression
LINC00895,CYP8B1,coexpression
LINC00895,RNU6-637P,same_pathway
LINC00895,LRRK2,coexpression
LINC00895,MAPKAPK5,regulation
TNXB,LINC02585,regulation
TNXB,SIGLEC11,coexpression
TNXB,RNU6-718P,coexpression
RN7SL354P,SLC44A5,same_pathway
RN7SL354P,RN7SL734P,coexpression
RN7SL354P,LMX1A-AS1,regulation
RN7SL354P,CRY2,coexpression
AP1S2P1,SORL1,regulation
AP1S2P1,DCBLD1,coexpression
AP1S2P1,PLA2G10FP,coexpression
AP1S2P1,RPL23AP28,same_pathway
AP1S2P1,COL6A3,regulation
PRKD3,JAZF1,regulation
FAT1,TRIM36,same_pathway
FAT1,EPHA1,regulation
FAT1,LINC02942,coexpression
HLA-DQB3,CCT3,coexpression
HLA-DQB3,SERPINE1,coexpression
HLA-DQB3,CDH7,coexpression
ST18,SLC14A2,regulation
PSTPIP1,B3GALT1,regulation
PSTPIP1,RPEP2,coexpression
PSTPIP1,LINC02114,same_pathway
PSTPIP1,NUDT12,coexpression
CTD-2194D22.4,MUPP,regulation
CTD-2194D22.4,PHF21B,coexpression
CCDC134,STAG3,same_pathway
CCDC134,RNU7-65P,coexpression
FAM181A-AS1,LINC01239,regulation
FSIP2-AS1,ARSI,coexpression
FSIP2-AS1,RNF130,coexpression
FSIP2-AS1,BACE2,regulation
FSIP2-AS1,STK3,regulation
B3GALT1,STK32B,coexpression
BCAS3,TNXB,coexpression
BCAS3,HADHA,same_pathway
RBM19,PVR,regulation
RBM19,RPS23P10,coexpression
GRIA1,VWA5B2,coexpression
GRIA1,GGACT,regulation
GRIA1,SCARB1,same_pathway
GRIA1,ANO3,coexpression
CD24,CALCRL-AS1,regulation
CD24,REL-DT,same_pathway
CD24,SQSTM1,same_pathway
CD24,ASMER1,coexpression
CD24,NFIC,coexpression
GPR141,ACTG1P22,same_pathway
GPR141,PRKD3,coexpression
GPR141,MTCO3P30,regulation
PDE8A,RNU6-560P,same_pathway
PDE8A,CDH19,coexpression
NPC1,FTH1P5,same_pathway
NPC1,SRC,coexpression
NPC1,CLXN,coexpression
NPC1,GPR141,regulation
RAB21,OR5D17P,coexpression
RAB21,MRPL45,regulation
RAB21,FST,same_pathway
RAB21,ADCY8,same_pathway
RFX4,SLC10A2,coexpression
RFX4,WDR12,regulation
RFX4,LINC00686,coexpression
RFX4,CTSB,regulation
PID1,LINC03022,regulation
PID1,OTX2P1,same_pathway
GPC5,CST13P,regulation
TANC2,KIFC3,coexpression
TANC2,RN7SL636P,coexpression
TANC2,AVL9,coexpression
TANC2,CCT3,regulation
CNTNAP4,THEM7P,coexpression
CNTNAP4,GYG1P2,same_pathway
CNTNAP4,GPC5,regulation
CNTNAP4,TIMP2,regulation
CNTNAP4,NEPRO-AS1,regulation
ARSA,MIR9-2HG,coexpression
RNU2-36P,CDH4,same_pathway
RNU2-36P,MAPRE1P2,coexpression
RNU2-36P,MKLN1,same_pathway
RNU2-36P,DST,coexpression
RNU2-36P,FAR2,regulation
WT1,MOBP,coexpression
WT1,CSMD1,coexpression
WT1,OR10A6,regulation
WT1,KCNK1,coexpression
WT1,PITPNM2,coexpression
OR7E109P,HNF4G,regulation
TEX41,OR7E59P,coexpression
TEX41,ZAN,coexpression
CSNK2A1,POLN,coexpression
CSNK2A1,EPHA4,coexpression
CSNK2A1,SALL1,regulation
MEIKIN,RNA5SP63,same_pathway
MEIKIN,BCL3,regulation
LY75,LINC00184,same_pathway
LY75,FUNDC2P2,same_pathway
PPP1R3B-DT,LINC00877,regulation
